"name","pronunciation","meaning","type","length","weight","diet","teeth","food","how_moved","when_it_lived","found_it","taxonomy","foundators","year","species_type","comments","img_url","length_clean","diet_clean","num_taxonomy","site1","site2","site3","site4","era","time_range","start","end"
"Dromiceiomimus","dro-MI-see-oh-me-muss","'emu mimic'","large theropod","3.5m","100kg","omnivorous","horny beak","plants, possibly insects and animals too","on 2 legs","Late Cretaceous, 74-70 million years ago","Canada","Dinosauria, Saurischia, Theropoda, Ornithomimosauria, Ornithomimidae","Parks ","(1926) ","brevitertius","  Dromiceiomimus looked very like a modern ostrich, but without the thick layer of feathers (it may have had some feathers).  Dromiceiomimus is now a nomen dubium (dubious name), because the fossils are no longer thought to represent a distinct dinosaur ty","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dromic.jpg",3.5,"omnivorous",5,"Canada",NA,NA,NA,"Late Cretaceous","74-70 million years ago",74,70
"Dryosaurus","dry-oh-SORE-us","'oak lizard'","small ornithopod","4.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 155-140 million years ago","Tanzania,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae","Marsh ","(1894) ","altus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dryo.jpg",4,"herbivorous",8,"Tanzania","USA",NA,NA,"Late Jurassic","155-140 million years ago",155,140
"Dryptosaurus","drip-toe-SORE-us","'tearing lizard'","large theropod","6.4m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 84-66 million years ago","USA","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea","Cope ","(1866) ","aquilunguis"," Laelaps This dinosaur was originally named Laelaps by Edward Drinker Cope. His rival Othniel Charles Marsh realised that this name was already being used for a mite and renamed the dinosaur Dryptosaurus in 1877.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/drypto.jpg",6.4,"carnivorous",4,"USA",NA,NA,NA,"Late Cretaceous","84-66 million years ago",84,66
"Dubreuillosaurus","dub-rhe-oo-oh-sore-us","'(unknown)'","large theropod",NA,NA,"carnivorous",NA,NA,NA,"Late Jurassic, 169-164 million years ago","France","Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae","Allain ","(2005) ","valesdunensis","  Partial skull and partial skeletons of Dubreuillosaurus have been found, but not enough to work out its overall size, although we know it was a large dinosaur.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dubreuillosaurus.jpg",NA,"carnivorous",5,"France",NA,NA,NA,"Late Jurassic","169-164 million years ago",169,164
"Edmontonia","ed-mon-TONE-ee-ah","'of Edmonton'","armoured dinosaur","4.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae","Sternberg ","(1928) ","longiceps",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Edmontonia.jpg",4,"herbivorous",5,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Edmontosaurus","ed-MON-toe-sore-us","'Edmonton lizard'","large ornithopod","13.0m","3400kg","herbivorous","horny beak and 1,000 grinding cheek teeth","tough pine needles, cones and twigs","on 2 or 4 legs","Late Cretaceous, 76-66 million years ago","Canada","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Lambe ","(1917) ","regalis","  Hard conifer needles, twigs and seeeds have been found in Edmontosaurus stomachs. Mummified specimens have some preserved skin, so we know its texture (but not the colour).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/edmonto.jpg",13,"herbivorous",6,"Canada",NA,NA,NA,"Late Cretaceous","76-66 million years ago",76,66
"Einiosaurus","ie-nee-oh-sore-us","'bison lizard'","ceratopsian","6.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 74 million years ago","USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae","Sampson ","(1995) ","procurvicornis","  Einiosaurus had a large downward-curving nasal horn.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Einiosaurus.jpg",6,"herbivorous",10,"USA",NA,NA,NA,"Late Cretaceous","74 million years ago",74,74
"Elaphrosaurus","el-a-fro-sore-us","'fleet lizard'","large theropod","6.2m",NA,"carnivorous",NA,NA,NA,"Late Jurassic, 154-151 million years ago","Tanzania","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria","Janensch ","(1920) ","bambergi",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Elaphrosaurus.jpg",6.2,"carnivorous",6,"Tanzania",NA,NA,NA,"Late Jurassic","154-151 million years ago",154,151
"Emausaurus","em-ow-sore-us","'EMAU (Ernst-Moritz-Arndt-UniversitÃÂ¤t) lizard'","armoured dinosaur","2.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 190-180 million years ago","Germany","Dinosauria, Ornithischia, Thyreophora","Haubold ","(1991) ","ernsti",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Emausaurus.jpg",2,"herbivorous",3,"Germany",NA,NA,NA,"Mid Jurassic","190-180 million years ago",190,180
"Eolambia","ee-oh-lam-bee-ah","'dawn lambeosaurine'","large ornithopod",NA,NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 99-94 million years ago","USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","Kirkland ","(1998) ","caroljonesa","  Eolambia is known from the skulls and postcrania of several individuals, both juveniles and adults.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eolambia.jpg",NA,"herbivorous",9,"USA",NA,NA,NA,"Late Cretaceous","99-94 million years ago",99,94
"Eoraptor","EE-oh-RAP-tor","'early plunderer'","small theropod","1.7m","10kg","carnivorous","small, razor-sharp, backward-curving teeth","vertebrates","on 2 legs","Late Triassic, 228 million years ago","Argentina","Dinosauria, Saurischia, Theropoda","Sereno, Forster, Rogers and Monetta ","(1993) ","lunensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/eor.jpg",1.7,"carnivorous",3,"Argentina",NA,NA,NA,"Late Triassic","228 million years ago",228,228
"Eotyrannus","ee-oh-ti-ran-us","'dawn tyrant'","large theropod","5.0m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 127-121 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea","Hutt, Naish, Martill, Barker and Newberry ","(2001) ","lengi","  Eotyrannus is known from a partial skull and partial skeleton.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eotyrannus.jpg",5,"carnivorous",4,"England","UnitedKingdom",NA,NA,"Early Cretaceous","127-121 million years ago",127,121
"Equijubus","ee-kwee-joo-bus","'(unknown)'","large ornithopod",NA,NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 127-99 million years ago","China","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","You, Luo, Shubin, Witmer, Tang and Tang ","(2003) ","normani","  Known from skull and postcrania, Equijubus is thought to be the earliest duck-billed dinosaur (hadrosaur).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Equijubus.jpg",NA,"herbivorous",9,"China",NA,NA,NA,"Early Cretaceous","127-99 million years ago",127,99
"Erketu","er-kee-tu","'Erketu = Tengri (a Mongolian creator-god)'","sauropod","15.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous","Mongolia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Ksepka and Norell ","(2006) ","ellisoni","  Erketu is known from articulated cervical vertebrae (backbone), a sternal plate (breastbone) and an articulated lower leg.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erketu.jpg",15,"herbivorous",10,"Mongolia",NA,NA,NA,"Early Cretaceous",NA,NA,NA
"Erlikosaurus","er-lik-oh-sore-us","'Erlik's lizard'","small theropod","3.4m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 99-89 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae","Perle vide Barsbold and Perle ","(1980) ","andrewsi","  Erlikosaurus is known from a skull and partial skeleton.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erlikosaurus.jpg",3.4,"omnivorous",12,"Mongolia",NA,NA,NA,"Late Cretaceous","99-89 million years ago",99,89
"Euhelopus","yoo-hel-oh-pus","'1 marsh foot'","sauropod","10.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 154-142 million years ago","China","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","Wiman ","(1929) ","zdanskyi","  Euhelopus is known from a skull and partial postcranial skeletons.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Euhelopus.jpg",10,"herbivorous",5,"China",NA,NA,NA,"Late Jurassic","154-142 million years ago",154,142
"Euoplocephalus","you-OH-plo-kef-ah-luss","'well-armoured head'","armoured dinosaur","7.0m","2000kg","herbivorous","horny beak and chewing teeth","plant material","on 4 legs","Late Cretaceous, 76-70 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","tutus ",NA,"tutus","  Euoplocephalus had bony spikes and armour plating on its back, and a bony tail club used for defence.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/euoplo.jpg",7,"herbivorous",5,"Canada","USA",NA,NA,"Late Cretaceous","76-70 million years ago",76,70
"Europasaurus","yoo-roh-pah-sore-us","'Europe lizard'","sauropod","6.2m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 154-151 million years ago","Germany","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria","Sander, Mateus, Laven and KnÃÂ¶tschke ","(2006) ","holgeri","  Although Europasaurus was a dwarf sauropod, it still grew to around 6m long.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Europasaurus.jpg",6.2,"herbivorous",7,"Germany",NA,NA,NA,"Late Jurassic","154-151 million years ago",154,151
"Eustrepto-spondylus","ewe-strep-toe-SPON-die-luss","'well-curved vertebra'","large theropod","7.0m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 165 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae","Walker ","(1964) ","oxoniensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eustreptospondylus.jpg",7,"carnivorous",5,"England","UnitedKingdom",NA,NA,"Mid Jurassic","165 million years ago",165,165
"Fukuiraptor","foo-koo-ee-rap-tor","'Fukui plunderer'","large theropod","4.2m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 121-99 million years ago","Japan","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria","Azuma and Currie ","(2000) ","kitadaniensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuiraptor.jpg",4.2,"carnivorous",7,"Japan",NA,NA,NA,"Early Cretaceous","121-99 million years ago",121,99
"Fukuisaurus","foo-koo-I-sore-us","'Fukui lizard'","large ornithopod","4.7m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-99 million years ago","Japan","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","Kobayashi and Azuma ","(2003) ","tetoriensius","  Fukuisaurus is only known from a skull, so the rest of the reconstruction is guesswork based on similar dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuisaurus.jpg",4.7,"herbivorous",9,"Japan",NA,NA,NA,"Early Cretaceous","121-99 million years ago",121,99
"Gallimimus","gal-lee-MEEM-us","'chicken mimic'","large theropod","6.0m","200kg","omnivorous",NA,NA,NA,"Late Cretaceous, 74-70 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Ornithomimosauria, Ornithomimidae","OsmÃÂ³lska, Roniewicz and Barsbold ","(1972) ","bullatus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gallim.jpg",6,"omnivorous",5,"Mongolia",NA,NA,NA,"Late Cretaceous","74-70 million years ago",74,70
"Gargoyleosaurus","gahr-goy-lee-oh-sore-us","'gargoyle lizard'","armoured dinosaur","4.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 154-142 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria","Carpenter, Miles and Cloward ","(1998) ","parkpinorum","  Gargoyleosaurus is known from a skull and partial postcranium, which was found partially articulated (the bones were joined as they would have been when the dinosaur was alive).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gargoyleosaurus.jpg",4,"herbivorous",4,"USA",NA,NA,NA,"Late Jurassic","154-142 million years ago",154,142
"Garudimimus","ga-roo-dee-meem-us","'Garuda mimic'","large theropod","4.7m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 99-89 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Ornithomimosauria","Barsbold ","(1981) ","brevipes",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Garudimimus.jpg",4.7,"omnivorous",4,"Mongolia",NA,NA,NA,"Late Cretaceous","99-89 million years ago",99,89
"Gasosaurus","gas-oh-SORE-us","'gas lizard'","small theropod","4.0m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 170-160 million years ago","China","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda","Dong and Tang ","(1985) ","constructus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gaso.jpg",4,"carnivorous",6,"China",NA,NA,NA,"Mid Jurassic","170-160 million years ago",170,160
"Gasparinisaura","gas-pah-reen-ee-sore-us","'Gasparini's lizard'","small ornithopod","0.8m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 86-71 million years ago","Argentina","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda","Coria and Salgado ","(1996) ","cincosaltensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gasparinisaura.jpg",0.8,"herbivorous",4,"Argentina",NA,NA,NA,"Late Cretaceous","86-71 million years ago",86,71
"Gastonia","gas-toh-nee-ah","'[Robert] Gaston'","armoured dinosaur","4.6m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 142-127 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria","Kirkland ","(1998) ","burgei","  Gastonia is known from a skull and the partial skeletons of several individuals.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gastonia.jpg",4.6,"herbivorous",4,"USA",NA,NA,NA,"Early Cretaceous","142-127 million years ago",142,127
"Giganotosaurus","gig-an-OH-toe-SORE-us","'giant southern lizard'","large theropod","12.5m","8000kg","carnivorous","long, blade-like and serrated - ideal for slicing","other animals","on 2 legs","Early Cretaceous, 112-90 million years ago","Argentina","Dinosauria, Saurischia, Theropoda, Carcharodontosauridae","Coria and Salgado ","(1995) ","carolinii","  Giganotosaurus is known from very fragmentary remains.  Taller and longer but slimmer than Tyrannosaurus rex, Giganotosaurus lived millions of years earlier and in South America not North America.  Giganotosaurus had 3 fingers on its hands, not 2 like T.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/giganoto.jpg",12.5,"carnivorous",4,"Argentina",NA,NA,NA,"Early Cretaceous","112-90 million years ago",112,90
"Gigantoraptor","ji-GAN-to-rap-tor","'giant thief'","large theropod","8.0m","2000kg","omnivorous","beak, no teeth","plants, possibly meat","on 2 legs","Late Cretaceous, 96 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Caenagnathidae","Xu, Tan, Wang, Zhao and Tan ","(2007) ","erlianensis"," Gigantoraptor Gigantoraptor is the largest known member of the oviraptorosaur dinosaur group. Oviraptorosaur dinosaurs had distinctive parrot-like skulls with beaks. Gigantoraptor Some oviraptorosaurs had a bony crest on their head. But the full skull of ","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gigantoraptor.jpg",8,"omnivorous",4,"Mongolia",NA,NA,NA,"Late Cretaceous","96 million years ago",96,96
"Gilmoreosaurus","GIL-more-oh-SORE-us","'Gilmore's lizard'","large ornithopod","6.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-70 million years ago","China","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae","Brett-Surman ","(1979) ","mongoliensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gilmore.jpg",6,"herbivorous",4,"China",NA,NA,NA,"Late Cretaceous","76-70 million years ago",76,70
"Giraffatitan","ji-raf-a-tie-tan","'giraffe titan'","sauropod","23.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 154-142 million years ago","Tanzania","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae","Janensch ","(1914) ","brancai","  Considered to be distinct from Brachiosaurus by some scientists, Giraffatitan is known from the fossils of several individuals.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Giraffatitan.jpg",23,"herbivorous",10,"Tanzania",NA,NA,NA,"Late Jurassic","154-142 million years ago",154,142
"Gobisaurus","goh-bee-sore-us","'Gobi lizard'","armoured dinosaur","5.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-99 million years ago","China","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Vickaryous, Russell, Currie and Zhao ","(2001) ","domoculus","  Gobisaurus is known from a skull and postcranium. The size of the skull suggests that the dinosaur was up to 5m long.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gobisaurus.jpg",5,"herbivorous",5,"China",NA,NA,NA,"Early Cretaceous","121-99 million years ago",121,99
"Gorgosaurus","gor-goh-sore-us","'fierce lizard'","large theropod","8.6m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 80-73 million years ago","Canada,
						
							USA","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea, Tyrannosauridae, Albertosaurinae","Lamb ","(1914) ","libratus","  Gorgosaurus is known from at least 12 complete or almost complete skulls and several partial skeletons.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gorgosaurus.jpg",8.6,"carnivorous",6,"Canada","USA",NA,NA,"Late Cretaceous","80-73 million years ago",80,73
"Goyocephale","goy-oh-keff-ah-lee","'decorated head'","pachycephalosaur","2.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 81-75 million years ago","Mongolia","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala","Perle, MaryaÃ ska and OsmÃÂ³lska ","(1982) ","lattimorei",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Goyocephale.jpg",2,"herbivorous",7,"Mongolia",NA,NA,NA,"Late Cretaceous","81-75 million years ago",81,75
"Graciliceratops","gras-i-li-serra-tops","'gracile horned face'","ceratopsian",NA,NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 99-84 million years ago","Mongolia","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia","Sereno ","(2000) ","mongoliensis","  A partial skull and skeleton of Graciliceratops have been found. This was a tiny dinosaur, it may have only been 80cm long.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Graciliceratops.jpg",NA,"herbivorous",7,"Mongolia",NA,NA,NA,"Late Cretaceous","99-84 million years ago",99,84
"Gryposaurus","grip-oh-sore-us","'hook-nosed lizard'","large ornithopod","10.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 86-71 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Lambe ","(1914) ","notabilis","  Gryposaurus is known from several skeletons, including one which is fully articulated (the bones were joined as they would have been when the dinosaur was alive).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gryposaurus.jpg",10,"herbivorous",6,"Canada","USA",NA,NA,"Late Cretaceous","86-71 million years ago",86,71
"Guaibasaurus","gwie-bah-sore-us","'[Rio] Guaiba lizard'","prosauropod","1.8m",NA,"herbivorous",NA,NA,NA,"Late Triassic, 221-210 million years ago","Brazil","Dinosauria, Saurischia, Theropoda","Bonaparte, Ferigolo and Ribeiro ","(1999) ","candelariensis","  This early dinosaur is known from a partial skeleton. Scientists are not sure how it relates to later dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guaibasaurus.jpg",1.8,"herbivorous",3,"Brazil",NA,NA,NA,"Late Triassic","221-210 million years ago",221,210
